# generated by .xlsx-source/extract.py from weaponparam (hunting-horn) on 2026-04-19
# schema: name|weapon_id|level|attack|slots|mat1|mat2|mat3
Dodotto Horn|Horn_029 (Dodotto Horn)|0|42|0|MATERIAL_TYPE_182 (Blango) x10|MATERIAL_TYPE_196 (Brute Bone) x8|
Dodotto Horn|Horn_029 (Dodotto Horn)|1|106|0|MATERIAL_TYPE_120 (Blangonga) x15|MATERIAL_TYPE_130 (J.Barroth) x6|
Dodotto Horn|Horn_029 (Dodotto Horn)|2|150|1|MATERIAL_TYPE_120 (Blangonga) x25|MATERIAL_TYPE_170 (Malzeno) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Duke's Grail|Horn_023 (Duke's Grail)|0|138|1|MATERIAL_TYPE_170 (Malzeno) x6||
Duke's Grail|Horn_023 (Duke's Grail)|1|162|1|MATERIAL_TYPE_170 (Malzeno) x10|MATERIAL_TYPE_128 (Deviljho) x6|
Duke's Grail|Horn_023 (Duke's Grail)|2|174|2|MATERIAL_TYPE_170 (Malzeno) x18|MATERIAL_TYPE_194 (Elder Dragon Blood) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Emerald Flap|Horn_022 (Emerald Flap)|0|102|0|MATERIAL_TYPE_144 (Astalos) x6||
Emerald Flap|Horn_022 (Emerald Flap)|1|118|0|MATERIAL_TYPE_144 (Astalos) x12|MATERIAL_TYPE_103 (Rathalos) x6|
Emerald Flap|Horn_022 (Emerald Flap)|2|138|1|MATERIAL_TYPE_144 (Astalos) x20|MATERIAL_TYPE_137 (S.Zinogre) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Frog Flute|Horn_007 (Frog Flute)|0|42|1|MATERIAL_TYPE_150 (Tetranadon) x10||
Frog Flute|Horn_007 (Frog Flute)|1|100|1|MATERIAL_TYPE_150 (Tetranadon) x15|MATERIAL_TYPE_116 (G.Plesioth) x6|
Frog Flute|Horn_007 (Frog Flute)|2|120|2|MATERIAL_TYPE_150 (Tetranadon) x25|MATERIAL_TYPE_156 (Goss) x12|MATERIAL_TYPE_204 (Weapon Sphere) x5
Fulguring Horn|Horn_005 (Fulguring Horn)|0|110|0|MATERIAL_TYPE_160 (F.Anjanath) x6||
Fulguring Horn|Horn_005 (Fulguring Horn)|1|120|1|MATERIAL_TYPE_160 (F.Anjanath) x12|MATERIAL_TYPE_136 (Zinogre) x6|
Fulguring Horn|Horn_005 (Fulguring Horn)|2|140|1|MATERIAL_TYPE_160 (F.Anjanath) x20|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Glacial Bagpipe|Horn_000 (Glacial Bagpipe)|0|126|0|MATERIAL_TYPE_165 (Legiana) x6||
Glacial Bagpipe|Horn_000 (Glacial Bagpipe)|1|136|0|MATERIAL_TYPE_165 (Legiana) x12|MATERIAL_TYPE_126 (Barioth) x6|
Glacial Bagpipe|Horn_000 (Glacial Bagpipe)|2|164|1|MATERIAL_TYPE_165 (Legiana) x20|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Golm Drum|Horn_024 (Golm Drum)|0|84|2|MATERIAL_TYPE_172 (Garangolm) x6||
Golm Drum|Horn_024 (Golm Drum)|1|102|2|MATERIAL_TYPE_172 (Garangolm) x12|MATERIAL_TYPE_143 (Glavenus) x6|
Golm Drum|Horn_024 (Golm Drum)|2|148|3|MATERIAL_TYPE_172 (Garangolm) x20|MATERIAL_TYPE_146 (Magnamalo) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Hydros Horn|Horn_006 (Hydros Horn)|0|40|0|MATERIAL_TYPE_169 (Namielle) x3||
Hydros Horn|Horn_006 (Hydros Horn)|1|152|0|MATERIAL_TYPE_169 (Namielle) x5|MATERIAL_TYPE_128 (Deviljho) x6|
Hydros Horn|Horn_006 (Hydros Horn)|2|164|0|MATERIAL_TYPE_169 (Namielle) x10|MATERIAL_TYPE_241 (Invasive Material) x6|MATERIAL_TYPE_194 (Elder Dragon Blood) x3
Icespiel|Horn_025 (Icespiel)|0|142|1|MATERIAL_TYPE_168 (Velkhana) x3||
Icespiel|Horn_025 (Icespiel)|1|158|1|MATERIAL_TYPE_168 (Velkhana) x5|MATERIAL_TYPE_122 (Tigrex) x6|
Icespiel|Horn_025 (Icespiel)|2|174|2|MATERIAL_TYPE_168 (Velkhana) x10|MATERIAL_TYPE_241 (Invasive Material) x6|MATERIAL_TYPE_194 (Elder Dragon Blood) x3
Khezu Horn|Horn_017 (Khezu Horn)|0|50|1|MATERIAL_TYPE_105 (Khezu) x10||
Khezu Horn|Horn_017 (Khezu Horn)|1|72|2|MATERIAL_TYPE_105 (Khezu) x15|MATERIAL_TYPE_115 (Plesioth) x6|
Khezu Horn|Horn_017 (Khezu Horn)|2|134|2|MATERIAL_TYPE_105 (Khezu) x25|MATERIAL_TYPE_136 (Zinogre) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Kulu Duda|Horn_004 (Kulu Duda)|0|62|0|MATERIAL_TYPE_162 (Kulu) x10||
Kulu Duda|Horn_004 (Kulu Duda)|1|106|1|MATERIAL_TYPE_162 (Kulu) x15|MATERIAL_TYPE_176 (Rey Dau) x6|
Kulu Duda|Horn_004 (Kulu Duda)|2|132|2|MATERIAL_TYPE_162 (Kulu) x25|MATERIAL_TYPE_127 (S.Barioth) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Kut-Ku's Song|Horn_027 (Kut-Ku's Song)|0|26|1|MATERIAL_TYPE_111 (Kut-Ku) x6||
Kut-Ku's Song|Horn_027 (Kut-Ku's Song)|1|52|2|MATERIAL_TYPE_111 (Kut-Ku) x15|MATERIAL_TYPE_149 (Aknosom) x6|
Kut-Ku's Song|Horn_027 (Kut-Ku's Song)|2|88|2|MATERIAL_TYPE_111 (Kut-Ku) x25|MATERIAL_TYPE_118 (Garuga) x12|MATERIAL_TYPE_204 (Weapon Sphere) x3
Lumu Horn|Horn_001 (Lumu Horn)|0|24|0|MATERIAL_TYPE_164 (Paolumu) x6||
Lumu Horn|Horn_001 (Lumu Horn)|1|47|1|MATERIAL_TYPE_164 (Paolumu) x15|MATERIAL_TYPE_157 (G.Izuchi) x6|
Lumu Horn|Horn_001 (Lumu Horn)|2|104|2|MATERIAL_TYPE_164 (Paolumu) x25|MATERIAL_TYPE_120 (Blangonga) x12|MATERIAL_TYPE_204 (Weapon Sphere) x5
Magia Charm|Horn_011 (Magia Charm)|0|32|1|MATERIAL_TYPE_232 (Magia Charm) x1|MATERIAL_TYPE_201 (Low-Grade Bug) x8|
Magia Charm|Horn_011 (Magia Charm)|1|64|1|MATERIAL_TYPE_201 (Low-Grade Bug) x8|MATERIAL_TYPE_179 (Gargwa) x10|
Magia Charm|Horn_011 (Magia Charm)|2|106|1|MATERIAL_TYPE_202 (High-Grade Bug) x12|MATERIAL_TYPE_200 (Crystalline) x12|MATERIAL_TYPE_204 (Weapon Sphere) x3
Poetic Bell|Horn_020 (Poetic Bell)|0|76|0|MATERIAL_TYPE_145 (Mizutsune) x6||
Poetic Bell|Horn_020 (Poetic Bell)|1|124|1|MATERIAL_TYPE_145 (Mizutsune) x12|MATERIAL_TYPE_171 (Lunagaron) x6|
Poetic Bell|Horn_020 (Poetic Bell)|2|150|2|MATERIAL_TYPE_145 (Mizutsune) x20|MATERIAL_TYPE_241 (Invasive Material) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Poisoned Capri|Horn_028 (Poisoned Capri)|0|24|0|MATERIAL_TYPE_113 (Gypceros) x6||
Poisoned Capri|Horn_028 (Poisoned Capri)|1|48|1|MATERIAL_TYPE_113 (Gypceros) x15|MATERIAL_TYPE_105 (Khezu) x6|
Poisoned Capri|Horn_028 (Poisoned Capri)|2|78|1|MATERIAL_TYPE_113 (Gypceros) x25|MATERIAL_TYPE_154 (Almudron) x12|MATERIAL_TYPE_204 (Weapon Sphere) x3
Rathalos Feroce|Horn_021 (Rathalos Feroce)|0|132|0|MATERIAL_TYPE_103 (Rathalos) x6||
Rathalos Feroce|Horn_021 (Rathalos Feroce)|1|144|0|MATERIAL_TYPE_103 (Rathalos) x12|MATERIAL_TYPE_108 (B.Gravios) x6|
Rathalos Feroce|Horn_021 (Rathalos Feroce)|2|160|1|MATERIAL_TYPE_103 (Rathalos) x20|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Raven Shamisen|Horn_026 (Raven Shamisen)|0|76|0|MATERIAL_TYPE_118 (Garuga) x6||
Raven Shamisen|Horn_026 (Raven Shamisen)|1|102|1|MATERIAL_TYPE_118 (Garuga) x12|MATERIAL_TYPE_109 (Diablos) x6|
Raven Shamisen|Horn_026 (Raven Shamisen)|2|138|1|MATERIAL_TYPE_118 (Garuga) x20|MATERIAL_TYPE_110 (B.Diablos) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Rey Perun|Horn_034 (Rey Perun)|0|116|1|MATERIAL_TYPE_176 (Rey Dau) x6||
Rey Perun|Horn_034 (Rey Perun)|1|132|2|MATERIAL_TYPE_176 (Rey Dau) x10|MATERIAL_TYPE_125 (G.Nargacuga) x6|
Rey Perun|Horn_034 (Rey Perun)|2|165|3|MATERIAL_TYPE_176 (Rey Dau) x18|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Sandpipe|Horn_016 (Sandpipe)|0|64|0|MATERIAL_TYPE_129 (Barroth) x10||
Sandpipe|Horn_016 (Sandpipe)|1|105|0|MATERIAL_TYPE_129 (Barroth) x15|MATERIAL_TYPE_120 (Blangonga) x6|
Sandpipe|Horn_016 (Sandpipe)|2|134|1|MATERIAL_TYPE_129 (Barroth) x25|MATERIAL_TYPE_167 (E.Odogaron) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Sinister Strum|Horn_008 (Sinister Strum)|0|142|1|MATERIAL_TYPE_146 (Magnamalo) x6||
Sinister Strum|Horn_008 (Sinister Strum)|1|150|2|MATERIAL_TYPE_146 (Magnamalo) x10|MATERIAL_TYPE_108 (B.Gravios) x6|
Sinister Strum|Horn_008 (Sinister Strum)|2|160|3|MATERIAL_TYPE_146 (Magnamalo) x18|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Spirit Dragonwood Horn|Horn_031 (Spirit Dragonwood Horn)|0|110|0|MATERIAL_TYPE_121 (Yama) x3||
Spirit Dragonwood Horn|Horn_031 (Spirit Dragonwood Horn)|1|138|0|MATERIAL_TYPE_121 (Yama) x5|MATERIAL_TYPE_124 (Nargacuga) x6|
Spirit Dragonwood Horn|Horn_031 (Spirit Dragonwood Horn)|2|170|0|MATERIAL_TYPE_121 (Yama) x10|MATERIAL_TYPE_241 (Invasive Material) x6|MATERIAL_TYPE_194 (Elder Dragon Blood) x3
Striped Dragonga|Horn_002 (Striped Dragonga)|0|105|0|MATERIAL_TYPE_122 (Tigrex) x6||
Striped Dragonga|Horn_002 (Striped Dragonga)|1|120|0|MATERIAL_TYPE_122 (Tigrex) x12|MATERIAL_TYPE_142 (Seregios) x6|
Striped Dragonga|Horn_002 (Striped Dragonga)|2|154|1|MATERIAL_TYPE_122 (Tigrex) x20|MATERIAL_TYPE_123 (B.Tigrex) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Sublime Bell|Horn_009 (Sublime Bell)|0|70|1|MATERIAL_TYPE_191 (Rachnoid) x6|MATERIAL_TYPE_202 (High-Grade Bug) x8|
Sublime Bell|Horn_009 (Sublime Bell)|1|112|2|MATERIAL_TYPE_153 (Rakna) x12|MATERIAL_TYPE_142 (Seregios) x6|
Sublime Bell|Horn_009 (Sublime Bell)|2|134|2|MATERIAL_TYPE_153 (Rakna) x20|MATERIAL_TYPE_108 (B.Gravios) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Type 63 Warmonica|Horn_030 (Type 63 Warmonica)|0|62|1|MATERIAL_TYPE_135 (Nibelsnarf) x6||
Type 63 Warmonica|Horn_030 (Type 63 Warmonica)|1|105|1|MATERIAL_TYPE_135 (Nibelsnarf) x12|MATERIAL_TYPE_176 (Rey Dau) x6|
Type 63 Warmonica|Horn_030 (Type 63 Warmonica)|2|134|2|MATERIAL_TYPE_135 (Nibelsnarf) x20|MATERIAL_TYPE_110 (B.Diablos) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Veldian Sibilus|Horn_032 (Veldian Sibilus)|0|140|1|MATERIAL_TYPE_177 (Arkveld) x6||
Veldian Sibilus|Horn_032 (Veldian Sibilus)|1|160|2|MATERIAL_TYPE_177 (Arkveld) x10|MATERIAL_TYPE_241 (Invasive Material) x3|
Veldian Sibilus|Horn_032 (Veldian Sibilus)|2|170|3|MATERIAL_TYPE_177 (Arkveld) x18|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Vicello Nulo Black|Horn_035 (Vicello Nulo Black)|0|56|1|MATERIAL_TYPE_186 (Thunderbug) x4|MATERIAL_TYPE_187 (Bnahabra) x8|
Vicello Nulo Black|Horn_035 (Vicello Nulo Black)|1|80|2|MATERIAL_TYPE_187 (Bnahabra) x8|MATERIAL_TYPE_191 (Rachnoid) x10|
Vicello Nulo Black|Horn_035 (Vicello Nulo Black)|2|123|3|MATERIAL_TYPE_187 (Bnahabra) x12|MATERIAL_TYPE_189 (Dracophage) x12|MATERIAL_TYPE_204 (Weapon Sphere) x5
Vicello Nulo Green|Horn_012 (Vicello Nulo Green)|0|56|1|MATERIAL_TYPE_186 (Thunderbug) x4|MATERIAL_TYPE_187 (Bnahabra) x8|
Vicello Nulo Green|Horn_012 (Vicello Nulo Green)|1|80|2|MATERIAL_TYPE_187 (Bnahabra) x8|MATERIAL_TYPE_191 (Rachnoid) x10|
Vicello Nulo Green|Horn_012 (Vicello Nulo Green)|2|124|3|MATERIAL_TYPE_187 (Bnahabra) x12|MATERIAL_TYPE_144 (Astalos) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Vicello Nulo Red|Horn_013 (Vicello Nulo Red)|0|24|1|MATERIAL_TYPE_187 (Bnahabra) x4|MATERIAL_TYPE_201 (Low-Grade Bug) x8|
Vicello Nulo Red|Horn_013 (Vicello Nulo Red)|1|68|2|MATERIAL_TYPE_187 (Bnahabra) x8|MATERIAL_TYPE_202 (High-Grade Bug) x10|
Vicello Nulo Red|Horn_013 (Vicello Nulo Red)|2|130|3|MATERIAL_TYPE_187 (Bnahabra) x12|MATERIAL_TYPE_189 (Dracophage) x10|MATERIAL_TYPE_204 (Weapon Sphere) x5
Vicello Nulo Yellow|Horn_014 (Vicello Nulo Yellow)|0|24|1|MATERIAL_TYPE_187 (Bnahabra) x4|MATERIAL_TYPE_201 (Low-Grade Bug) x8|
Vicello Nulo Yellow|Horn_014 (Vicello Nulo Yellow)|1|64|2|MATERIAL_TYPE_187 (Bnahabra) x8|MATERIAL_TYPE_186 (Thunderbug) x10|
Vicello Nulo Yellow|Horn_014 (Vicello Nulo Yellow)|2|106|3|MATERIAL_TYPE_187 (Bnahabra) x12|MATERIAL_TYPE_191 (Rachnoid) x12|MATERIAL_TYPE_204 (Weapon Sphere) x3
Zurogong Primo|Horn_015 (Zurogong Primo)|0|42|0|MATERIAL_TYPE_138 (Arzuros) x10||
Zurogong Primo|Horn_015 (Zurogong Primo)|1|82|0|MATERIAL_TYPE_138 (Arzuros) x15|MATERIAL_TYPE_175 (Ajarakan) x6|
Zurogong Primo|Horn_015 (Zurogong Primo)|2|120|1|MATERIAL_TYPE_138 (Arzuros) x25|MATERIAL_TYPE_156 (Goss) x12|MATERIAL_TYPE_204 (Weapon Sphere) x5
