# generated by .xlsx-source/extract.py from weaponparam (long-sword) on 2026-04-19
# schema: name|weapon_id|level|attack|slots|mat1|mat2|mat3
Bone Katana "Wolf"|LongSword_029 (Bone Katana "Wolf")|2|98|1|MATERIAL_TYPE_117 (Velocidrome) x25|MATERIAL_TYPE_166 (Odogaron) x12|MATERIAL_TYPE_204 (Weapon Sphere) x3
Cawscythe|LongSword_016 (Cawscythe)|0|56|1|MATERIAL_TYPE_226 (Cawscythe) x1|MATERIAL_TYPE_195 (Monster Bone) x8|
Cawscythe|LongSword_016 (Cawscythe)|1|123|2|MATERIAL_TYPE_118 (Garuga) x8|MATERIAL_TYPE_189 (Dracophage) x8|
Cawscythe|LongSword_016 (Cawscythe)|2|138|3|MATERIAL_TYPE_118 (Garuga) x12|MATERIAL_TYPE_103 (Rathalos) x12|MATERIAL_TYPE_204 (Weapon Sphere) x5
Cheese Knife|LongSword_026 (Cheese Knife)|0|74|3|MATERIAL_TYPE_224 (Cheese Knife) x1|MATERIAL_TYPE_195 (Monster Bone) x8|
Cheese Knife|LongSword_026 (Cheese Knife)|1|108|3|MATERIAL_TYPE_198 (High-Grade Ore) x8|MATERIAL_TYPE_200 (Crystalline) x10|
Cheese Knife|LongSword_026 (Cheese Knife)|2|134|3|MATERIAL_TYPE_198 (High-Grade Ore) x12|MATERIAL_TYPE_142 (Seregios) x12|MATERIAL_TYPE_204 (Weapon Sphere) x5
Daito Crow|LongSword_007 (Daito Crow)|0|76|0|MATERIAL_TYPE_118 (Garuga) x6||
Daito Crow|LongSword_007 (Daito Crow)|1|102|1|MATERIAL_TYPE_118 (Garuga) x12|MATERIAL_TYPE_109 (Diablos) x6|
Daito Crow|LongSword_007 (Daito Crow)|2|138|1|MATERIAL_TYPE_118 (Garuga) x20|MATERIAL_TYPE_110 (B.Diablos) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Dios Katana|LongSword_009 (Dios Katana)|0|80|0|MATERIAL_TYPE_139 (Brachydios) x6||
Dios Katana|LongSword_009 (Dios Katana)|1|120|1|MATERIAL_TYPE_139 (Brachydios) x10|MATERIAL_TYPE_172 (Garangolm) x6|
Dios Katana|LongSword_009 (Dios Katana)|2|140|1|MATERIAL_TYPE_139 (Brachydios) x18|MATERIAL_TYPE_146 (Magnamalo) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Drowning Shaft|LongSword_018 (Drowning Shaft)|0|32|1|MATERIAL_TYPE_185 (Ludroth) x10|MATERIAL_TYPE_199 (Crystal) x8|
Drowning Shaft|LongSword_018 (Drowning Shaft)|1|42|1|MATERIAL_TYPE_133 (R.Ludroth) x15|MATERIAL_TYPE_151 (Somnacanth) x6|
Drowning Shaft|LongSword_018 (Drowning Shaft)|2|132|2|MATERIAL_TYPE_133 (R.Ludroth) x25|MATERIAL_TYPE_165 (Legiana) x12|MATERIAL_TYPE_204 (Weapon Sphere) x5
Duke's Sinclair|LongSword_024 (Duke's Sinclair)|0|138|1|MATERIAL_TYPE_170 (Malzeno) x6||
Duke's Sinclair|LongSword_024 (Duke's Sinclair)|1|162|1|MATERIAL_TYPE_170 (Malzeno) x10|MATERIAL_TYPE_128 (Deviljho) x6|
Duke's Sinclair|LongSword_024 (Duke's Sinclair)|2|174|2|MATERIAL_TYPE_170 (Malzeno) x18|MATERIAL_TYPE_194 (Elder Dragon Blood) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Frilled Slash|LongSword_012 (Frilled Slash)|0|40|0|MATERIAL_TYPE_151 (Somnacanth) x6||
Frilled Slash|LongSword_012 (Frilled Slash)|1|102|1|MATERIAL_TYPE_151 (Somnacanth) x12|MATERIAL_TYPE_145 (Mizutsune) x6|
Frilled Slash|LongSword_012 (Frilled Slash)|2|128|1|MATERIAL_TYPE_151 (Somnacanth) x20|MATERIAL_TYPE_156 (Goss) x12|MATERIAL_TYPE_204 (Weapon Sphere) x5
Glacial Shotel|LongSword_001 (Glacial Shotel)|0|126|0|MATERIAL_TYPE_165 (Legiana) x6||
Glacial Shotel|LongSword_001 (Glacial Shotel)|1|136|0|MATERIAL_TYPE_165 (Legiana) x12|MATERIAL_TYPE_126 (Barioth) x6|
Glacial Shotel|LongSword_001 (Glacial Shotel)|2|164|1|MATERIAL_TYPE_165 (Legiana) x20|MATERIAL_TYPE_170 (Malzeno) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Hidden Saber|LongSword_004 (Hidden Saber)|0|64|1|MATERIAL_TYPE_124 (Nargacuga) x6||
Hidden Saber|LongSword_004 (Hidden Saber)|1|90|1|MATERIAL_TYPE_124 (Nargacuga) x12|MATERIAL_TYPE_176 (Rey Dau) x6|
Hidden Saber|LongSword_004 (Hidden Saber)|2|126|2|MATERIAL_TYPE_124 (Nargacuga) x20|MATERIAL_TYPE_123 (B.Tigrex) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Hydra Tornaria|LongSword_005 (Hydra Tornaria)|0|40|0|MATERIAL_TYPE_169 (Namielle) x3||
Hydra Tornaria|LongSword_005 (Hydra Tornaria)|1|152|0|MATERIAL_TYPE_169 (Namielle) x5|MATERIAL_TYPE_128 (Deviljho) x6|
Hydra Tornaria|LongSword_005 (Hydra Tornaria)|2|164|0|MATERIAL_TYPE_169 (Namielle) x10|MATERIAL_TYPE_241 (Invasive Material) x6|MATERIAL_TYPE_194 (Elder Dragon Blood) x3
Icebrink|LongSword_025 (Icebrink)|0|142|1|MATERIAL_TYPE_168 (Velkhana) x3||
Icebrink|LongSword_025 (Icebrink)|1|158|1|MATERIAL_TYPE_168 (Velkhana) x5|MATERIAL_TYPE_122 (Tigrex) x6|
Icebrink|LongSword_025 (Icebrink)|2|174|2|MATERIAL_TYPE_168 (Velkhana) x10|MATERIAL_TYPE_241 (Invasive Material) x6|MATERIAL_TYPE_194 (Elder Dragon Blood) x3
Iron Katana|LongSword_006 (Iron Katana)|0|20|0|MATERIAL_TYPE_223 (Iron Katana) x1|MATERIAL_TYPE_197 (Low-Grade Ore) x8|
Iron Katana|LongSword_006 (Iron Katana)|1|34|1|MATERIAL_TYPE_197 (Low-Grade Ore) x8|MATERIAL_TYPE_199 (Crystal) x10|
Iron Katana|LongSword_006 (Iron Katana)|2|72|2|MATERIAL_TYPE_197 (Low-Grade Ore) x12|MATERIAL_TYPE_180 (Ceanataur) x10|MATERIAL_TYPE_204 (Weapon Sphere) x3
Kakaru Kumo Naki|LongSword_019 (Kakaru Kumo Naki)|0|76|0|MATERIAL_TYPE_145 (Mizutsune) x6||
Kakaru Kumo Naki|LongSword_019 (Kakaru Kumo Naki)|1|124|1|MATERIAL_TYPE_145 (Mizutsune) x12|MATERIAL_TYPE_171 (Lunagaron) x6|
Kakaru Kumo Naki|LongSword_019 (Kakaru Kumo Naki)|2|150|2|MATERIAL_TYPE_145 (Mizutsune) x20|MATERIAL_TYPE_241 (Invasive Material) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Khanga Edge|LongSword_022 (Khanga Edge)|0|120|1|MATERIAL_TYPE_142 (Seregios) x6||
Khanga Edge|LongSword_022 (Khanga Edge)|1|130|1|MATERIAL_TYPE_142 (Seregios) x10|MATERIAL_TYPE_125 (G.Nargacuga) x6|
Khanga Edge|LongSword_022 (Khanga Edge)|2|140|1|MATERIAL_TYPE_142 (Seregios) x18|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Plesioth Splasher|LongSword_028 (Plesioth Splasher)|0|48|1|MATERIAL_TYPE_115 (Plesioth) x6||
Plesioth Splasher|LongSword_028 (Plesioth Splasher)|1|80|1|MATERIAL_TYPE_115 (Plesioth) x12|MATERIAL_TYPE_145 (Mizutsune) x6|
Plesioth Splasher|LongSword_028 (Plesioth Splasher)|2|160|2|MATERIAL_TYPE_115 (Plesioth) x20|MATERIAL_TYPE_170 (Malzeno) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Reaver "Cruelty"|LongSword_003 (Reaver "Cruelty")|0|142|0|MATERIAL_TYPE_128 (Deviljho) x6||
Reaver "Cruelty"|LongSword_003 (Reaver "Cruelty")|1|154|0|MATERIAL_TYPE_128 (Deviljho) x10|MATERIAL_TYPE_241 (Invasive Material) x3|
Reaver "Cruelty"|LongSword_003 (Reaver "Cruelty")|2|164|1|MATERIAL_TYPE_128 (Deviljho) x18|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Rey Tonitrus|LongSword_033 (Rey Tonitrus)|0|116|1|MATERIAL_TYPE_176 (Rey Dau) x6||
Rey Tonitrus|LongSword_033 (Rey Tonitrus)|1|132|2|MATERIAL_TYPE_176 (Rey Dau) x10|MATERIAL_TYPE_167 (E.Odogaron) x6|
Rey Tonitrus|LongSword_033 (Rey Tonitrus)|2|165|3|MATERIAL_TYPE_176 (Rey Dau) x18|MATERIAL_TYPE_137 (S.Zinogre) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Shogun Cutter|LongSword_021 (Shogun Cutter)|0|74|1|MATERIAL_TYPE_180 (Ceanataur) x10|MATERIAL_TYPE_195 (Monster Bone) x8|
Shogun Cutter|LongSword_021 (Shogun Cutter)|1|118|1|MATERIAL_TYPE_119 (S.Ceanataur) x15|MATERIAL_TYPE_173 (Espinas) x6|
Shogun Cutter|LongSword_021 (Shogun Cutter)|2|148|2|MATERIAL_TYPE_119 (S.Ceanataur) x25|MATERIAL_TYPE_127 (S.Barioth) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Sinister Long Sword|LongSword_013 (Sinister Long Sword)|0|142|1|MATERIAL_TYPE_146 (Magnamalo) x6||
Sinister Long Sword|LongSword_013 (Sinister Long Sword)|1|150|2|MATERIAL_TYPE_146 (Magnamalo) x10|MATERIAL_TYPE_108 (B.Gravios) x6|
Sinister Long Sword|LongSword_013 (Sinister Long Sword)|2|160|3|MATERIAL_TYPE_146 (Magnamalo) x18|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Spark Slicer|LongSword_008 (Spark Slicer)|0|30|0|MATERIAL_TYPE_163 (Tobi) x6||
Spark Slicer|LongSword_008 (Spark Slicer)|1|58|1|MATERIAL_TYPE_163 (Tobi) x15|MATERIAL_TYPE_106 (R.Khezu) x6|
Spark Slicer|LongSword_008 (Spark Slicer)|2|128|1|MATERIAL_TYPE_163 (Tobi) x25|MATERIAL_TYPE_124 (Nargacuga) x12|MATERIAL_TYPE_204 (Weapon Sphere) x5
Usurper's Boltslicer|LongSword_020 (Usurper's Boltslicer)|0|120|0|MATERIAL_TYPE_136 (Zinogre) x6||
Usurper's Boltslicer|LongSword_020 (Usurper's Boltslicer)|1|132|0|MATERIAL_TYPE_136 (Zinogre) x12|MATERIAL_TYPE_160 (F.Anjanath) x6|
Usurper's Boltslicer|LongSword_020 (Usurper's Boltslicer)|2|160|1|MATERIAL_TYPE_136 (Zinogre) x20|MATERIAL_TYPE_241 (Invasive Material) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Veldian Ensis|LongSword_032 (Veldian Ensis)|0|140|1|MATERIAL_TYPE_177 (Arkveld) x6||
Veldian Ensis|LongSword_032 (Veldian Ensis)|1|160|2|MATERIAL_TYPE_177 (Arkveld) x10|MATERIAL_TYPE_241 (Invasive Material) x3|
Veldian Ensis|LongSword_032 (Veldian Ensis)|2|170|3|MATERIAL_TYPE_177 (Arkveld) x18|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Wailing Ghost|LongSword_027 (Wailing Ghost)|0|46|1|MATERIAL_TYPE_225 (Wailing Ghost) x1|MATERIAL_TYPE_200 (Crystalline) x8|
Wailing Ghost|LongSword_027 (Wailing Ghost)|1|76|1|MATERIAL_TYPE_106 (R.Khezu) x8|MATERIAL_TYPE_119 (S.Ceanataur) x6|
Wailing Ghost|LongSword_027 (Wailing Ghost)|2|126|2|MATERIAL_TYPE_106 (R.Khezu) x12|MATERIAL_TYPE_156 (Goss) x12|MATERIAL_TYPE_204 (Weapon Sphere) x5
Wind Thief Scimitar|LongSword_010 (Wind Thief Scimitar)|0|36|1|MATERIAL_TYPE_192 (Izuchi) x10|MATERIAL_TYPE_196 (Brute Bone) x8|
Wind Thief Scimitar|LongSword_010 (Wind Thief Scimitar)|1|72|1|MATERIAL_TYPE_157 (G.Izuchi) x15|MATERIAL_TYPE_162 (Kulu) x6|
Wind Thief Scimitar|LongSword_010 (Wind Thief Scimitar)|2|102|2|MATERIAL_TYPE_157 (G.Izuchi) x25|MATERIAL_TYPE_143 (Glavenus) x12|MATERIAL_TYPE_204 (Weapon Sphere) x5
Wyvern Blade "Beryl"|LongSword_023 (Wyvern Blade "Beryl")|0|102|0|MATERIAL_TYPE_144 (Astalos) x6||
Wyvern Blade "Beryl"|LongSword_023 (Wyvern Blade "Beryl")|1|118|0|MATERIAL_TYPE_144 (Astalos) x12|MATERIAL_TYPE_103 (Rathalos) x6|
Wyvern Blade "Beryl"|LongSword_023 (Wyvern Blade "Beryl")|2|138|1|MATERIAL_TYPE_144 (Astalos) x20|MATERIAL_TYPE_137 (S.Zinogre) x12|MATERIAL_TYPE_204 (Weapon Sphere) x8
Wyvern Blade "Maple"|LongSword_000 (Wyvern Blade "Maple")|0|132|0|MATERIAL_TYPE_103 (Rathalos) x6||
Wyvern Blade "Maple"|LongSword_000 (Wyvern Blade "Maple")|1|140|0|MATERIAL_TYPE_103 (Rathalos) x12|MATERIAL_TYPE_108 (B.Gravios) x6|
Wyvern Blade "Maple"|LongSword_000 (Wyvern Blade "Maple")|2|160|1|MATERIAL_TYPE_103 (Rathalos) x20|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_204 (Weapon Sphere) x8
Wyvern Blade "Verde"|LongSword_002 (Wyvern Blade "Verde")|0|32|0|MATERIAL_TYPE_101 (Rathian) x6||
Wyvern Blade "Verde"|LongSword_002 (Wyvern Blade "Verde")|1|105|1|MATERIAL_TYPE_101 (Rathian) x12|MATERIAL_TYPE_153 (Rakna) x6|
Wyvern Blade "Verde"|LongSword_002 (Wyvern Blade "Verde")|2|128|1|MATERIAL_TYPE_101 (Rathian) x20|MATERIAL_TYPE_167 (E.Odogaron) x12|MATERIAL_TYPE_204 (Weapon Sphere) x5
