# generated by .xlsx-source/extract.py from genedata_v_10_00 on 2026-04-19
# schema: gene_id|skill|skill_variation|open_level|passive_skill|passive_level|bingo_three_way_type|bingo_element_type|sort_id
GENE_85 (Heavy Spear)|Heavy Spear|NONE|30|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_86 (Lock-On)|Lock-On|NONE|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_87 (Savage Fist)|Savage Fist|NONE|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_88 (Reverberating Roar)|Reverberating Roar|NONE|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_299 (Heavy Strike)|Heavy Strike|NONE|30|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_89 (Rock Slugger)|Rock Slugger|NONE|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_90 (Heavy Rampage)|Heavy Rampage|NONE|40|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_91 (Ground Crusher)|Ground Crusher|NONE|60|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_92 (Sharpen Blades)|Sharpen Blades|NONE|30|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_93 (Spike Bomb)|Spike Bomb|NONE|40|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_94 (Killer Tail)|Killer Tail|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_95 (Sneak)|Sneak|NONE|30|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_96 (Stun Spike Bomb)|Stun Spike Bomb|NONE|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_300 (Assassin Tail)|Assassin Tail|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_97 (White Shadow)|White Shadow|NONE|60|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_98 (Guided Spike Bomb)|Guided Spike Bomb|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_99 (Vacuum Blast)|Vacuum Blast|NONE|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_100 (Snow Spray)|Snow Spray|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_101 (Ice Burst)|Ice Burst|NONE|30|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_103 (Desert Spray)|Desert Spray|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_107 (Mud Splash)|Mud Splash|NONE|40|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_108 (Debuff Chaser S)|Debuff Chaser S|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_109 (Mud Armor)|Mud Armor|NONE|30|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_111 (Ice Armor)|Ice Armor|NONE|40|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_112 (Electro Breath)|Electro Breath|NONE|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_113 (Wild Fang)|Wild Fang|NONE|30|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_114 (Thunder Aura)|Thunder Aura|NONE|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_115 (Plasma Blast)|Plasma Blast|NONE|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_116 (Plasma Pressure)|Plasma Pressure|NONE|40|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_117 (Royal Decree)|Royal Decree|NONE|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_121 (Poison Spit)|Poison Spit|NONE|20|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_122 (Toxic Hazard)|Toxic Hazard|NONE|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_123 (Noxious Spit)|Noxious Spit|NONE|30|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_124 (Thunderbug Strike)|Thunderbug Strike|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_126 (Thunderfist)|Thunderfist|NONE|40|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_127 (Dracophage Shot)|Dracophage Shot|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_128 (Dragon Surge)|Dragon Surge|NONE|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_129 (Dragonfist)|Dragonfist|NONE|60|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_130 (Thunderbug Blitz)|Thunderbug Blitz|NONE|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_131 (Ultra Voltage)|Ultra Voltage|NONE|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_132 (Thundercall)|Thundercall|NONE|65|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_133 (Honey Power)|Honey Power|NONE|20|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_134 (Wild Breaker)|Wild Breaker|NONE|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_135 (Maximum Claw Slash)|Maximum Claw Slash|NONE|30|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_142 (Arachnophobia)|Arachnophobia|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_143 (Parapoison Chaser)|Parapoison Chaser|NONE|30|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_144 (Toxic Needle)|Toxic Needle|NONE|40|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_145 (Thousand Blades)|Thousand Blades|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_146 (Merciless Roar)|Merciless Roar|NONE|25|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_147 (Shredding Scales)|Shredding Scales|NONE|40|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_151 (Searing Blade)|Searing Blade|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_152 (Firebrand)|Firebrand|NONE|60|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_153 (Plasma Cannon)|Plasma Cannon|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_154 (Vengeful Thunder)|Vengeful Thunder|NONE|20|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_155 (Thunder Smash)|Thunder Smash|NONE|40|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_156 (Ray Blade)|Ray Blade|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_157 (Azure Voltage)|Azure Voltage|NONE|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_158 (Blue Plasma)|Blue Plasma|NONE|60|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_159 (Hydroshot)|Hydroshot|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_160 (Bubbly Dance)|Bubbly Dance|NONE|30|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_161 (Fleeting Effervescence)|Fleeting Effervescence|NONE|40|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_162 (Foxflame Bubbles)|Foxflame Bubbles|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_163 (Groom)|Groom|NONE|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_164 (Spiral Chaser)|Spiral Chaser|NONE|60|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_168 (Spiral Tail Stab)|Spiral Tail Stab|NONE|40|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_169 (Hellfire Retribution)|Hellfire Retribution|NONE|50|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_170 (Hellfire Shot)|Hellfire Shot|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_171 (Furious Spin)|Furious Spin|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_172 (Jumbofruit)|Jumbofruit|NONE|20|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_173 (Fruit Frenzy)|Fruit Frenzy|NONE|30|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_175 (Nourishing Pinecones)|Nourishing Pinecones|NONE|20|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_176 (Great Flaming Vortex)|Great Flaming Vortex|NONE|30|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_177 (Prancing Back Kick)|Prancing Back Kick|NONE|20|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_178 (Fireball Frolic)|Fireball Frolic|NONE|30|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_179 (Felyne Frazzle)|Felyne Frazzle|NONE|0|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_180 (Cannonball Slam)|Cannonball Slam|NONE|30|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_181 (Siren's Temptation)|Siren's Temptation|NONE|30|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_183 (Sleep Powder)|Sleep Powder|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_184 (Chilling Charge)|Chilling Charge|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_185 (Chilling Paean)|Chilling Paean|NONE|20|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_186 (Chilling Spin)|Chilling Spin|NONE|40|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_187 (Entangling Threads)|Entangling Threads|NONE|20|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_188 (Debuff Chaser T)|Debuff Chaser T|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_189 (Encompassing Flames)|Encompassing Flames|NONE|40|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_190 (Mud Supply)|Mud Supply|NONE|20|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_191 (Mud Torrent)|Mud Torrent|NONE|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_192 (Muddy Hell)|Muddy Hell|NONE|40|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_193 (Devil's Hammer)|Devil's Hammer|NONE|30|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_194 (Frozen Flurry)|Frozen Flurry|NONE|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_195 (Frosty Furrow)|Frosty Furrow|NONE|50|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_196 (Sickle Tail)|Sickle Tail|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_197 (Piercing Roar)|Piercing Roar|NONE|20|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_198 (Tail Twister)|Tail Twister|NONE|30|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_202 (Plasma Jet)|Plasma Jet|NONE|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_203 (Thunder Rampage)|Thunder Rampage|NONE|50|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_210 (Stone Shield)|Stone Shield|NONE|20|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_211 (Rock Launcher)|Rock Launcher|NONE|40|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_212 (Rock Stampede)|Rock Stampede|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_220 (Devour)|Devour|NONE|30|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_221 (Cruel Claw)|Cruel Claw|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_222 (Twisting Kick)|Twisting Kick|NONE|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_223 (Draconic Flurry)|Draconic Flurry|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_224 (Wicked Feast)|Wicked Feast|NONE|30|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_225 (Ravaging Growl)|Ravaging Growl|NONE|50|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_229 (Icicle Breath)|Icicle Breath|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_230 (Icicle Storm)|Icicle Storm|NONE|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_60 (Whiteout)|Whiteout|NONE|65|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_235 (Night Parasites)|Night Parasites|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_236 (Dark Lord)|Dark Lord|NONE|40|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_237 (Nightmare Cradle)|Nightmare Cradle|NONE|65|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_239 (Inhibiting Breath)|Inhibiting Breath|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_240 (Crescent Strike)|Crescent Strike|NONE|50|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_241 (Aqua Dunk)|Aqua Dunk|NONE|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_242 (Steam Break)|Steam Break|NONE|50|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_283 (Rising Shot)|Rising Shot|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_284 (Boltcall)|Boltcall|NONE|40|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_285 (Railgun)|Railgun|NONE|50|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_286 (Lava Cascade)|Lava Cascade|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_287 (Sweeping Flames)|Sweeping Flames|NONE|50|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_288 (Magma Counter)|Magma Counter|NONE|40|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_289 (Kaiser Blade)|Kaiser Blade|NONE|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_290 (Blade Rush)|Blade Rush|NONE|40|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_291 (Berserk Slide)|Berserk Slide|NONE|50|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_249 (Audacious Tackle)|Audacious Tackle|NONE|0|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_250 (Best Hoof Forward)|Best Hoof Forward|NONE|60|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_251 (Merciless Tackle)|Merciless Tackle|NONE|70|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_252 (Art of Striking)|Art of Striking|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_253 (Art of Raw Power)|Art of Raw Power|NONE|20|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_254 (Art of Friendship)|Art of Friendship|NONE|30|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_293 (Hell Horn)|Hell Horn|NONE|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_294 (Beastly Roar)|Beastly Roar|NONE|0|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_S_8 (Explosive Blast)|Explosive Blast|OtS_ATTACK|60|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_10 (Thunder Trap)|Thunder Trap|OtS_ATTACK|40|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_S_12 (Charged Spread Beam)|Charged Spread Beam|OtS_STAMINA|60|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_S_13 (Vengeful Tackle)|Vengeful Tackle|OtS_BREAK|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_14 (Deadly Horn Jab)|Deadly Horn Jab|OtS_BREAK|40|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_15 (Hell Horn)|Hell Horn|OtS_ATTACK|60|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_25 (Poison Tail)|Poison Tail|OtS_ATTACK|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_26 (Cunning Blow)|Cunning Blow|OtS_STAMINA|60|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_27 (Death Scythe)|Death Scythe|OtS_ATTACK|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_28 (Snowball Attack)|Snowball Attack|OtS_BREAK|40|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_32 (Heavy Spear)|Heavy Spear|OtS_BREAK|30|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_S_33 (Savage Fist)|Savage Fist|OtS_ATTACK|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_35 (Heavy Rampage)|Heavy Rampage|OtS_BREAK|40|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_S_36 (Killer Tail)|Killer Tail|OtS_ATTACK|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_37 (Assassin Tail)|Assassin Tail|OtS_ATTACK|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_38 (Vacuum Blast)|Vacuum Blast|OtS_STAMINA|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_S_39 (Ice Burst)|Ice Burst|OtS_BREAK|30|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_40 (Gale Trap)|Gale Trap|OtS_BREAK|60|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_S_42 (Mud Armor)|Mud Armor|OtS_STAMINA|30|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_S_43 (Ice Armor)|Ice Armor|OtS_STAMINA|40|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_S_44 (Wild Fang)|Wild Fang|OtS_ATTACK|30|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_45 (Royal Decree)|Royal Decree|OtS_STAMINA|50|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_S_47 (Noxious Spit)|Noxious Spit|OtS_BREAK|30|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_48 (Thunderfist)|Thunderfist|OtS_BREAK|40|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_49 (Dragonfist)|Dragonfist|OtS_BREAK|60|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_50 (Thunderbug Blitz)|Thunderbug Blitz|OtS_STAMINA|0|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_51 (Maximum Claw Slash)|Maximum Claw Slash|OtS_BREAK|30|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_54 (Toxic Needle)|Toxic Needle|OtS_BREAK|40|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_55 (Shredding Scales)|Shredding Scales|OtS_BREAK|40|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_57 (Firebrand)|Firebrand|OtS_STAMINA|60|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_58 (Thunder Smash)|Thunder Smash|OtS_BREAK|40|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_59 (Ray Blade)|Ray Blade|OtS_STAMINA|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_60 (Fleeting Effervescence)|Fleeting Effervescence|OtS_STAMINA|40|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_61 (Foxflame Bubbles)|Foxflame Bubbles|OtS_STAMINA|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_63 (Hellfire Retribution)|Hellfire Retribution|OtS_STAMINA|50|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_64 (Fruit Frenzy)|Fruit Frenzy|OtS_BREAK|30|NONE|0|THREE_WAY_TYPE_NONE||0
GENE_S_65 (Great Flaming Vortex)|Great Flaming Vortex|OtS_BREAK|30|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_66 (Prancing Back Kick)|Prancing Back Kick|OtS_BREAK|20|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_67 (Cannonball Slam)|Cannonball Slam|OtS_STAMINA|30|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_68 (Sleep Powder)|Sleep Powder|OtS_STAMINA|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_69 (Chilling Charge)|Chilling Charge|OtS_STAMINA|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_70 (Encompassing Flames)|Encompassing Flames|OtS_ATTACK|40|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_71 (Muddy Hell)|Muddy Hell|OtS_STAMINA|40|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_72 (Frosty Furrow)|Frosty Furrow|OtS_STAMINA|50|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_73 (Tail Twister)|Tail Twister|OtS_BREAK|30|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_75 (Thunder Rampage)|Thunder Rampage|OtS_ATTACK|50|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_78 (Rock Stampede)|Rock Stampede|OtS_BREAK|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_82 (Devour)|Devour|OtS_ATTACK|30|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_83 (Draconic Flurry)|Draconic Flurry|OtS_ATTACK|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_85 (Icicle Breath)|Icicle Breath|OtS_STAMINA|0|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_87 (Night Parasites)|Night Parasites|OtS_STAMINA|0|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_88 (Crescent Strike)|Crescent Strike|OtS_BREAK|50|NONE|0|THREE_WAY_TYPE_SPEED||0
GENE_S_89 (Steam Break)|Steam Break|OtS_BREAK|50|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_94 (Railgun)|Railgun|OtS_STAMINA|50|NONE|0|THREE_WAY_TYPE_POWER||0
GENE_S_95 (Magma Counter)|Magma Counter|OtS_BREAK|40|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_96 (Berserk Slide)|Berserk Slide|OtS_STAMINA|50|NONE|0|THREE_WAY_TYPE_TECHNIQUE||0
GENE_S_93 (Art of Striking)|Art of Striking|OtS_STAMINA|0|NONE|0|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_4 (Health Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Health Boost|4|THREE_WAY_TYPE_POWER||0
PASSIVE_GENE_8 (Critical (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Critical|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_12 (Evasion Ability (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Evasion Ability|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_20 (Divine Blessing (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Divine Blessing|4|THREE_WAY_TYPE_NONE||0
PASSIVE_GENE_24 (Den Protector (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Den Protector|4|THREE_WAY_TYPE_NONE||0
PASSIVE_GENE_28 (Non-Elem Atk Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Non-Elem Atk Boost|4|THREE_WAY_TYPE_POWER||0
PASSIVE_GENE_32 (Fire Atk Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Fire Atk Boost|4|THREE_WAY_TYPE_POWER||0
PASSIVE_GENE_36 (Water Atk Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Water Atk Boost|4|THREE_WAY_TYPE_POWER||0
PASSIVE_GENE_40 (Thunder Atk Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Thunder Atk Boost|4|THREE_WAY_TYPE_POWER||0
PASSIVE_GENE_44 (Ice Atk Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Ice Atk Boost|4|THREE_WAY_TYPE_POWER||0
PASSIVE_GENE_48 (Dragon Atk Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Dragon Atk Boost|4|THREE_WAY_TYPE_POWER||0
PASSIVE_GENE_52 (Non-Elem Def Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Non-Elem Def Boost|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_56 (Fire Def Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Fire Def Boost|4|THREE_WAY_TYPE_TECHNIQUE||0
